Name,Category,Tourist_Level,Price_Range,Numerical_Price,Best_Season,Vibe,Description,Rating,VibeDescription,Suburb,place_id,image_url,Safety_Level
Smitten,Food,7,R,R100-R200,All Year,"['Food', 'Scenic', 'Social']",Franschhoek-based Smitten offers seasonal bistro fare and local wines.,4.8,"Velvet warmth, intimate laughter, and a glow that invites you to linger.",Franschhoek,ChIJeypC4Lu9zR0RTvwu9NRfyC4,/images/venues/smitten-270a.jpg,normal
Mo's Diner,Food,6,RR,R100-R200,All Year,"['Food', 'Cozy', 'Social']","In Observatory, Mo's Diner offers burgers, breakfasts, and milkshakes.",4.8,"Cozy warmth dances with lively laughter, inviting hearts to slow, savor, and stay a little longer.",Observatory,ChIJpZYcyS1dzB0RpVEwirJfZCE,/images/venues/mos-diner-505e.jpg,caution
Eikehof Wines,Food,6,R,R100-R200,All Year,"['Scenic', 'Tourist', 'Famous']",Franschhoek winery offering wine tastings.,4.8,"Sun-warmed hush, welcoming and intimate, where laughter rests and every moment feels cherished.",Franschhoek,ChIJMcgUFFm8zR0RVgFlGsruK3M,/images/venues/eikehof-wines-42be.jpg,normal
The Fat Butcher,Food,9,RRR,R100-R200,All Year,"['Food', 'Scenic', 'Social']",Butcher-restaurant in Stellenbosch offering dry-aged beef and burgers.,4.7,"A warm, electric glow surrounds you, inviting laughter to linger and memories to sizzle in the air.",Stellenbosch,ChIJ75RsYVyyzR0RHE2BL4cmSaw,/images/venues/the-fat-butcher-b587.jpg,normal
New York Bagels,Food,8,RR,R100-R200,All Year,"['Food', 'Scenic', 'Social']","Bagel shop in District Six offering freshly baked bagels, spreads, and coffee.",4.7,"Warm, buzzing energy caresses the room, inviting you to linger in golden, convivial light.",District Six,ChIJG9nE5HxnzB0R-It6erG-jrQ,/images/venues/new-york-bagels-1f84.jpg,caution
Vergelegen Wine Estate,Food,8,R,R100-R200,All Year,"['Food', 'Nature', 'Lively']","Renowned wine estate with sunset vineyard or cellar tours, themed gardens and upscale restaurant.",4.7,"Warmth hums softly, inviting easy laughter and lingering, sunlit comfort in shared moments.",Somerset West,ChIJZ2H7c4a1zR0RA8-3KEsQLTY,/images/venues/vergelegen-wine-estate-b8e6.jpg,normal
Cafe Orca,Food,8,RR,R100-R200,All Year,"['Food', 'Scenic', 'Social']","Beachfront venue with a covered terrace, serving line-caught fish with sauces and seafood platters.",4.7,"Warm, electric hum and sunlit glow invite you to linger in shared delight.",Melkbosstrand,ChIJ875gN6T0zB0RvIKn_DnBiwQ,/images/venues/cafe-orca-9ff0.jpg,normal
Rust en Vrede Wine Estate,Food,8,R,R100-R200,All Year,"['Food', 'Scenic', 'Social']","Vineyard eatery offering creative modern cooking, plus tasting menus and wine pairings.",4.7,"Velvet warmth wraps you in amber hush, inviting a quietly radiant glow.",Stellenbosch,ChIJJejU6OKxzR0RO5WAGlKasYg,/images/venues/rust-en-vrede-wine-estate-f32c.jpg,normal
La Parada Kloof Street,Food,7,R,R100-R200,All Year,"['Food', 'Scenic', 'Social']","Spanish-inspired tapas restaurant in Gardens on Kloof Street offering tapas, paella, and cocktails.",4.7,"Warm glow, buzzing energy, and a gold-lit, inviting hum that makes you want to stay.",Gardens,ChIJpXEBE1hnzB0RolK2feNZSqk,/images/venues/la-parada-kloof-street-2ef7.jpg,normal
Chapman’s Peak Drive,Nature,9,R,R66,All Year,"['Scenic', 'Sunset', 'Iconic']",Toll fee per car (one way). Panoramic pullout & popular sunset spot on Chapman's Peak Drive offering epic vistas of Hout Bay.,4.8,"Sun-warmed hush, a magnetic hum of wind and wonder inviting your soul to drift.",Hout Bay,ChIJ-wA3HsNrzB0R6m99d4jV2rw,/images/venues/chapman-s-peak-drive-8a9a.jpg,normal
The Pipe Track,Nature,7,Free,Free,All Year,"['Active', 'Nature', 'Peaceful']","Hiking trail along Table Mountain Nature Reserve above Camps Bay, with rocky sections and Atlantic views.",4.8,"Warm wind, gold light, and a quiet heartbeat of untamed sky inviting you to breathe deeper.",Table Mountain,ChIJvUz1wwBnzB0RCClk-Ln_8qw,/images/venues/the-pipe-track-fa4c.jpg,normal
Camps Bay Viewpoint,Nature,6,Free,Free,All Year,"['Scenic', 'Famous']",Viewpoint in Camps Bay offering panoramic coastal views of the Atlantic and beach.,4.8,"Warm, honeyed air wraps the moment; a hush invites lingering as time slows to your breath.",Camps Bay,ChIJq2phAF5nzB0Rl_QBS1WRyyM,/images/venues/camps-bay-viewpoint-3c38.jpg,normal
Cecilia Ravine Waterfall,Nature,6,Free,Free,All Year,"['Hiking', 'Waterfall', 'Forest']",Constantia's Cecilia Ravine Waterfall is a forested nature trail with a waterfall.,4.8,"Amber hush, a warm pulse of quiet, invites you to breathe, linger, and let the glow welcome you home.",Constantia,ChIJyV_1qABpzB0R2zS62s3BG1g,/images/venues/cecilia-ravine-waterfall-4f83.jpg,normal
Old Cape Point Lighthouse,Culture,8,R,R100-R200,All Year,"['Historic', 'Views', 'Windy']",Historic lighthouse at Cape Point with panoramic coastal views.,4.8,"Wind-touched, sun-warmed air cradles a timeless glow and vast blue.",Cape Point,ChIJ1WRDP6AjzB0RQ492msj3F8g,/images/venues/old-cape-point-lighthouse-cb85.jpg,normal
Cape Town Diamond Museum,Culture,8,R,R100-R200,All Year,"['Scenic', 'Tourist', 'Famous']",This modern museum features exhibits exploring the science & history behind diamonds.,4.8,"Warm, sun-kissed glamour and velvet hush invite you to linger in luminous wonder.",V&A Waterfront,ChIJS8DTnFlnzB0Rw6e4sH0cTdE,/images/venues/cape-town-diamond-museum-6bbd.jpg,normal
Kasteelsport - Starting Point,Culture,6,R,R100-R200,All Year,"['Active', 'Nature', 'Peaceful']",Embarkation point for Table Mountain reserve hikes leading to the cable car & summit.,4.8,"Sun-warmed hush, a welcoming pulse of calm and promise, inviting you to breathe deeper.",Table Mountain,ChIJ18-cvrVnzB0RIxTkfiY74yk,/images/venues/kasteelsport-starting-point-899f.jpg,normal
Star Theatre,Culture,6,R,R100-R200,All Year,"['Scenic', 'Famous']","Live theatre venue in Cape Town City Centre offering plays, concerts, and cultural events.",4.8,"Warmth floods the air, a copper glow and whispered hush weaving a magnetic, intimate moment.",Cape Town City Centre,ChIJpVppNcZnzB0RniIEHiG1cpY,/images/venues/star-theatre-d950.jpg,normal
Silo District,Culture,6,R,R100-R200,All Year,"['Scenic', 'Tourist', 'Famous']","Cultural district at V&A Waterfront, Silo District, housing Zeitz MOCAA and related galleries.",4.8,"Warm, pulsing light and color cradle you in a welcoming hush that invites you to linger and dream.",V&A Waterfront,ChIJd_MSvLhnzB0RIs6XW8TgNrs,/images/venues/silo-district-d8a1.jpg,normal
Homecoming Centre,Culture,6,R,R100-R200,All Year,"['Scenic', 'Famous']","Cultural venue in District Six, Cape Town offering exhibitions, performances, and community programs.",4.8,"Velvet hush and ember-warm light cradle quiet laughter, inviting you to linger in intimate, heart-first glow.",District Six,ChIJwbFS9TZnzB0RHNw0fzuQdpQ,/images/venues/homecoming-centre-83a5.jpg,caution
Long March to Freedom,Culture,6,R,R100-R200,All Year,"['Scenic', 'Famous']",Century City cultural landmark featuring Long March to Freedom sculpture and related heritage displays.,4.8,"Warm, ember-bright energy cradles you, inviting quiet awe and fearless curiosity to linger.",Century City,ChIJjfZie7VdzB0RBZQfWe8nZdM,/images/venues/long-march-to-freedom-e876.jpg,normal
Oranjezicht City Farm Market,Culture,10,R,R100-R200,All Year,"['Scenic', 'Famous']","Weekly farmers' market offering produce, breads, eggs & dairy products, plus artisanal foods.",4.6,Sun-warmed chatter and a living pulse wrap you in velvet warmth and inviting curiosity.,V&A Waterfront,ChIJJda7Ik5nzB0RNkLL5Oqi17c,/images/venues/oranjezicht-city-farm-market-8c08.jpg,normal
Platteklip Gorge Starting Point,Culture,8,R,R100-R200,All Year,"['Active', 'Nature', 'Tourist']",Starting point for the Platteklip Gorge hike up Table Mountain in Table Mountain Nature Reserve.,4.7,"Warm, electric air invites brave souls to breathe beside a glow that says you belong.",Table Mountain,ChIJ_2wa9o1nzB0R64vZmO-aVvg,/images/venues/platteklip-gorge-starting-point-c25e.jpg,normal
Museum of Illusions Cape Town,Culture,8,R,R100-R200,All Year,"['Scenic', 'Famous']","In Gardens, Museum of Illusions Cape Town offers interactive optical-illusion exhibits.",4.7,"Warm, magnetic swirls of curiosity pull you into laughter-bright wonder.",Gardens,ChIJ-acdUQBnzB0RcjUMHFYec2g,/images/venues/museum-of-illusions-cape-town-ccfc.jpg,normal
Kalk Bay Theatre,Culture,7,R,R100-R200,All Year,"['Food', 'Lively', 'Scenic']",Cultural venue in Kalk Bay offering live theatre performances and small-scale productions.,4.7,"Intimate warmth hums through the air, inviting you to lean in, savor the glow, and linger on every soft note.",Kalk Bay,ChIJsXvtGBxAzB0R5Ki3e0a64d8,/images/venues/kalk-bay-theatre-2302.jpg,normal
Kirstenbosch Garden,Culture,7,RR,R100 – R250,All Year,"['Scenic', 'Famous']",SA: R100. Intl: R250. World-renowned botanical garden on Table Mountain's eastern slopes featuring indigenous flora and summer concerts.,4.8,"Sun-warmed hush wraps you in a lush, welcoming calm that invites time to breathe.",Wynberg,ChIJecz6YqhCzB0RZqXqcdmKfBs,/images/venues/kirstenbosch-garden-c11d.jpg,caution
Artscape Theatre Centre,Culture,10,R,R100-R200,All Year,"['Scenic', 'Famous']","Drama, music and dance hosted in a large 1970s complex including an arena and an opera house.",4.6,"Electric warmth envelops the room, inviting full-bellied laughter, hush, and shared wonder.",Cape Town City Centre,ChIJxZpWKIpdzB0R4p7yjUOgkTs,/images/venues/artscape-theatre-centre-9c49.jpg,normal
KAYAK CLIFTON,Active,8,R,R100-R200,All Year,"['Scenic', 'Famous']","Sea kayaking from Clifton Beach, offered by Kayak Clifton on the Atlantic coast.",5,"Warm light cradles the evening, inviting hopeful hearts to drift into effortless connection and joy.",Clifton,ChIJi_oFCyBnzB0R3lh7iwAsA3k,/images/venues/kayak-clifton-a212.jpg,normal
Paragliding Cape Town - Square 1 Paragliding,Active,6,R,R100-R200,All Year,"['Scenic', 'Tourist', 'Famous']",Signal Hill-based paragliding operator offering tandem flights over Cape Town.,5,"Warmth surges through, a fearless hush of wind and wonder lifting the heart into dawn-bright possibility.",Signal Hill,ChIJb4RAEy1nzB0R_s_fOMvH_Xk,/images/venues/paragliding-cape-town-square-1-paraglidi-bcee.jpg,normal
Kayak Adventures (Hout Bay),Active,6,RRR,R400 – R500,All Year,"['Scenic', 'Famous']",Seal sanctuary trip. Hout Bay-based Kayak Adventures offers guided sea-kayak tours and rentals.,4.8,"Warm sea-light and friendly whispers lift your heart into a sun-kissed, fearless hush.",Hout Bay,ChIJE8HjUlhpzB0ROjMgRcrqbT8,/images/venues/kayak-adventures-hout-bay-2523.jpg,normal
Stoked Surf - South Africa,Active,6,R,R100-R200,All Year,"['Scenic', 'Famous']",Camps Bay's Stoked Surf offers surfing lessons and board rentals on Cape Town's Atlantic coast.,5,"Golden energy, a fearless, welcoming pulse that leaves you grinning into the sun.",Camps Bay,ChIJlfdHXqxnzB0RXR_KCQNpDsE,/images/venues/stoked-surf-south-africa-ce22.jpg,normal
CAPE KAYAK ADVENTURES,Active,7,R,R100-R200,All Year,"['Scenic', 'Famous']",Three Anchor Bay-based kayak adventure operator offering guided sea tours and rentals.,4.9,"Warm, electric mornings cradle you in a buoyant, welcoming hush—where wonder greets you with a sunlit smile.",Sea Point,ChIJY35N5z1nzB0RZpsf1rq7kNs,/images/venues/cape-kayak-adventures-a2d6.jpg,normal
CT Tandem Paragliding,Active,7,RRR,"R2,200",All Year,"['Scenic', 'Tourist', 'Famous']","Tandem paragliding service from Vredehoek, Cape Town, offering beginner flights.",4.9,Warm winds cradle your courage; a sunlit hum of laughter and freedom lingers in the air.,Vredehoek,ChIJX_M_yfhmzB0R48HC_lLzB5E,/images/venues/ct-tandem-paragliding-33fe.jpg,normal
Atlantic Outlook,Active,6,R,R100-R200,All Year,"['Scenic', 'Famous']",Viewing platform at V&A Waterfront offering panoramic harbour views.,4.9,"Sun-warmed sea air sparks a warm, fearless vibe that hugs the horizon with laughter.",V&A Waterfront,ChIJkYKLPE5nzB0RQ9o7qH4g09w,/images/venues/atlantic-outlook-7f9f.jpg,normal
Animal Ocean Expeditions,Active,6,R,R100-R200,All Year,"['Scenic', 'Famous']",Shark cage diving operator based in Hout Bay offering Great White expeditions.,4.9,"Warm, wind-kissed energy hums with adventure, inviting you into a current of wild, joyful wonder.",Hout Bay,ChIJ4xeODjppzB0Rpo6Uxi3lGjA,/images/venues/animal-ocean-expeditions-6efe.jpg,normal
Heaven and Earth Trails,Active,6,R,R100-R200,All Year,"['Scenic', 'Famous']",Hermanus-based Heaven and Earth Trails offers guided hikes along coastal and mountain trails.,4.9,"Sun-kissed warmth hums softly, inviting a slow, fearless drift into pure, lingering wonder.",Hermanus,ChIJVVwpiiPgzR0RjEvnomov7LQ,/images/venues/heaven-and-earth-trails-bb1d.jpg,normal
Paraglide Africa - Cape Town,Active,6,R,R100-R200,All Year,"['Scenic', 'Tourist', 'Famous']",Sea Point-based paragliding operator offering tandem flights over Cape Town's Atlantic coast.,4.9,"Warm air, fierce joy, and whispered care lift the heart into a fearless, glowing freedom.",Sea Point,ChIJPw-Oy9xnzB0RbM2d_dVQpco,/images/venues/paraglide-africa-cape-town-94ab.jpg,normal
TABLE MOUNTAIN PARAGLIDING,Active,6,R,R100-R200,All Year,"['Scenic', 'Famous']",Paragliding service from Signal Hill offering tandem flights over Table Mountain.,4.9,"Warm winds, heady freedom, and a heartbeat of courage bloom into sunset hush.",Signal Hill,ChIJnR-gP7FnzB0RtyKd8qrEdWQ,/images/venues/table-mountain-paragliding-0663.jpg,normal
Parapax Tandem Paragliding,Active,7,R,R100-R200,All Year,"['Scenic', 'Tourist', 'Famous']","Tandem paragliding flights from Signal Hill, Cape Town, offered by Parapax.",4.8,"Sun-warmed air wraps you in a golden, fearless rush of freedom and skyward joy.",Signal Hill,ChIJifK53QhnzB0RKu3cVt9VR-s,/images/venues/parapax-tandem-paragliding-a408.jpg,normal
The Deli Social,Food,2,RR,R150 - R220,All Year,"['Bakery', 'Local', 'Storytelling']",Community driven deli and bakery with seasonal produce and artisanal food.,4.9,"Warm, honeyed light and easy laughter weave a cozy, inviting spell around every moment.",Hout Bay,ChIJJatRxt1pzB0RKt5N3jbkdh8,/images/venues/the-deli-social-1a70.jpg,normal
La Motte Artisanal Bakery & Garden Café,Food,5,R,R100-R200,All Year,"['Bakery', 'Garden', 'Historic']",Historic Jonkershuis building bakery with wood-fired breads and family friendly garden.,4.7,"Warm, sun-soaked calm wraps you in a welcoming, leafy hush, where every breath leans into delight.",Franschhoek,ChIJ5_A9-WW7zR0RbeU_FjaOTmk,/images/venues/la-motte-artisanal-bakery-garden-caf-85fa.jpg,normal
Yama Asian Eatery,Food,4,RR,R250 - R400,All Year,"['Tranquil', 'Garden', 'Sushi']",Serene Asian-inspired sushi restaurant in Heritage Square with courtyard seating.,4.6,"Velvet warmth and lantern whispers cradle the night, inviting slow, intimate conversations and contented sighs.",Franschhoek,ChIJX6jj9vW8zR0RwLavUuJ8VBs,/images/venues/yama-asian-eatery-ceb4.jpg,normal
Vrymansfontein by Vondeling Wines,Food,7,RR,R200-R400,All Year,"['Views', 'Wine', 'Stylish']",Stylish dining destination at Vondeling Wines with breathtaking views.,4.5,"Warm amber hush, a magnetic buzz that invites lingering, laughter blessing the evening air.",Paarl,ChIJeXvgOPupzR0RJSl9PBIYl1o,/images/venues/vrymansfontein-by-vondeling-wines-04e1.jpg,normal
Melfort,Food,3,RRR,R695,All Year,"['Relaxed', 'Family', 'Farm']",Stellenbosch dining spot.,4.9,"Warm, inviting hum of rustic comfort wraps you in family-friendly ease.",Stellenbosch,ChIJ8Sg_1sqzzR0RicmGMtLSabs,/images/venues/melfort-8b1b.jpg,normal
Die Strandloper,Food,10,RR,R440 - R600,All Year,"['Beach', 'Elemental', 'Seafood']",Famous open-air seafood buffet on the beach with rustic sand-floor vibe.,4.4,"Sun-warmed laughter, a warm glow, and carefree hush; a heartbeat of togetherness that lingers.",Langebaan,ChIJx5CFJdepNBwR9WuuOkbv2Uk,/images/venues/die-strandloper-83c9.jpg,normal
Le Pickle,Food,4,RR,R200 - R250,All Year,"['Fun', 'Vibrant', 'Burgers']",Bold smash burger joint in De Waterkant with playful vibe.,4.7,"Warm, electric energy wraps you in a playful, unpretentious welcome.",De Waterkant,ChIJqez0rlxnzB0RFmkA78OWfog,/images/venues/le-pickle-ee82.jpg,normal
The Vine Bistro,Food,6,RR,R390 - R500,All Year,"['French', 'Bistro', 'Views']",French-inspired bistro at Glenelly Estate with views of Simonsberg.,4.6,"Candlelit warmth pours into a velvet glow, inviting a slow, magnetic hush.",Stellenbosch,ChIJgdZlyhKyzR0Rr8ZnVTVeF1I,/images/venues/the-vine-bistro-679e.jpg,normal
The Wes Bistro & Bar,Food,1,RR,R200-R400,All Year,"['Bistro', 'City', 'Quirky']",Quirky Wes Anderson-inspired bistro on Shortmarket Street.,4.6,"Pastel glow, warm whimsy, and a hush of playful charm invite you into velvet evenings.",Cape Town City Centre,ChIJE-YnaKFnzB0RrHfhV6i1wj8,/images/venues/the-wes-bistro-bar-d50e.jpg,normal
Meuse Farm,Food,1,RRR,R600,All Year,"['Hidden', 'Seasonal', 'Farm']",Working vegetable farm hosting seasonal lunches and workshops.,4.7,"Sun-warmed hush, a warm, earthy glow inviting slow smiles and easy, lingering joy.",Hout Bay,ChIJPWAUW-hozB0RGbJNCvzbSUU,/images/venues/meuse-farm-e89c.jpg,normal
GOOD TO GATHER,Food,1,RRR,R670,All Year,"['Intimate', 'Seasonal']",Hyper-seasonal husband-and-wife run spot on Rozendal farm.,5,"Amber hush and intimate warmth beckon, a living, ever-changing embrace that invites you to linger.",Stellenbosch,ChIJm8ZCmiSyzR0R3uRhasBJE58,/images/venues/good-to-gather-c632.jpg,normal
Dressing Room Cafe & Eatery,Cafe,2,R,R100-R200,All Year,"['Cafe', 'Healthy', 'Stylish']",Healthy stylish cafe hidden inside Weylandts furniture store.,5.0,"Warm, plush hush meets bright, friendly chatter; comfort lingers like sunlight.",De Waterkant,ChIJIZ0ZFStnzB0RZxzINP53_n4,/images/venues/dressing-room-cafe-eatery-7433.jpg,normal
Arkeste,Food,4,RRR,R350 - R550,All Year,"['Forest', 'Nature', 'Casual Fine']",Restaurant by Richard Carstens on Chamonix estate edge of forest.,4.8,"Warm, whispered glow folds through leaves, inviting you to linger in effortless, velvet-eased delight.",Franschhoek,ChIJ4xL_tdO9zR0R1VJb71lar04,/images/venues/arkeste-137b.jpg,normal
Homespun Claremont,Food,5,RRR,R400-R800,All Year,"['Theatrical', 'Intimate', 'Fine Dining']",Theatrical food and moody vibe in a boutique hotel setting.,4.6,"Velvet hush and warm lights pulse with daring whispers of flavor, inviting a spellbound night.",Claremont,ChIJ0VaYkD9DzB0Rwr6hx1Zuxwo,/images/venues/homespun-claremont-f328.jpg,normal
Journey Urchin Restaurant At Hyatt Regency,Food,3,RRR,R400-R800,All Year,"['Seafood', 'Luxury', 'Hotel']",Seafood restaurant in Hyatt Regency hotel.,4.5,"Velvet warmth and pulsing hospitality cradle you into a sunlit, indulgent glow.",Cape Town City Centre,ChIJfQbPx8xnzB0RKW1ShMxeejs,/images/venues/journey-urchin-restaurant-at-hyatt-regen-dfea.jpg,normal
The Willaston Bar,Bar,9,RR,R200-R400,All Year,"['Bar', 'Views', 'Cocktails']",Famous bar at The Silo Hotel with iconic window views.,4.4,"Warm glow and a murmuring hum wrap you in a city-kissed, inviting buzz.",V&A Waterfront,ChIJjUZjaVlnzB0RV90IaZ-4qkY,/images/venues/the-willaston-bar-ee77.jpg,normal
Chorus Restaurant,Food,8,RRR,R400-R800,All Year,"['Fine Dining', 'Classy', 'Music']",Bertus Basson restaurant at Waterkloof Wines.,4.5,"Candlelit warmth, a cocoon of velvet energy that lifts you with every heartbeat.",Somerset West,ChIJDQaCqy_LzR0R0M2tC0zVkKk,/images/venues/chorus-restaurant-9492.jpg,normal
Precious Hidden Valley,Food,4,RRR,R450 - R650,All Year,"['Views', 'Art', 'New African']",Modern dining and wine tasting with sculpture garden and views.,4.6,"A velvet hush surrounds you, where warm glow and easy laughter cradle the night into memory.",Stellenbosch,ChIJuyRtSPW0zR0RnoXCBa8-uYY,/images/venues/precious-hidden-valley-c47e.jpg,normal
Florentin,Food,7,RR,R250 - R350,All Year,"['Social', 'Med', 'City']",Popular Mediterranean and Middle Eastern spot on Loop Street.,4.7,"Velvet hush settles as the city hum invites you to linger, smile, and savor the moment.",Cape Town City Centre,ChIJiWyxI59nzB0ROu1JHlWcR1g,/images/venues/florentin-daab.jpg,normal
Sushi Box Somerset West,Food,7,RR,R250 – R350,All Year,"['Tasty', 'Fresh', 'Casual']",Combo box + drink. Somerset West sushi restaurant offering sushi and sashimi.,4.9,"Sun-kissed warmth, a soft hum of contented chatter, inviting you to linger in blissful, easy glow.",Somerset West,ChIJZxPzYv21zR0RB3xAWxC3cw0,/images/venues/sushi-box-somerset-west-1dee.jpg,normal
Mugg & Bean Strand,Food,7,R,R150 – R200,All Year,"['Social', 'Food', 'Famous']","Breakfast/Lunch + coffee. Strand branch of Mugg & Bean is a cafe offering coffee, breakfasts and light meals in Strand.",4.8,"Warm, unhurried glow hums through the air, inviting you to linger in cozy, carefree bliss.",Strand,ChIJWefc3KfLzR0RCs1QouIA0sw,/images/venues/mugg-bean-strand-1437.jpg,normal
Oldenburg Vineyards,Drink,6,RRR,R300 – R650,All Year,"['Wine', 'Scenic', 'Classy']","Standard Tasting R300; Library Tasting R650. In Stellenbosch, Oldenburg Vineyards is a winery offering wine tastings and vineyard walks.",4.8,"Golden light, warm whispers, and a magnetic, unhurried glow inviting lingering hearts.",Stellenbosch,ChIJM1o6umCyzR0R7Z6Am_Qx5ks,/images/venues/oldenburg-vineyards-e135.jpg,normal
Weirdough Bakery & Deli,Food,6,R,R60 – R90,All Year,"['Tasty', 'Cozy', 'Handmade']","Pastry + Coffee. Constantia-based Weirdough Bakery & Deli offers handmade bread, pastries, and deli items.",4.8,"Warmth wraps you in a sunlit hush, inviting lingering laughter and a soft, hopeful glow.",Constantia,ChIJA4o9CSO1zR0RObtZBkuiaKU,/images/venues/weirdough-bakery-deli-2465.jpg,normal
Legacy Coffee Shop,Food,6,R,R120 – R160,All Year,"['Cozy', 'Tasty', 'Casual']","Burger/Bagel + Coffee. Cozy coffee shop in Somerset West offering breakfast, light meals, and cakes.",4.8,"A gentle, homey embrace where time slows down for coffee and comfort.",Somerset West,ChIJQ1OVdYLKzR0RwWLUlJI8ZgM,/images/venues/legacy-coffee-shop-ef30.jpg,normal
Sanook Somerset,Food,7,RR,R200 – R250,All Year,"['Tasty', 'Casual', 'Lively']","Pizza/Burger + Drink. Vibrant restaurant in Somerset West known for its wood-fired pizzas, burgers, and sushi.",4.7,"Buzzing with laughter and clinking glasses, a warm, lively hub for gathering friends.",Paarl,ChIJV5paEli1zR0REBzxf_tjXeU,/images/venues/sanook-somerset-264d.jpg,normal
Idiom Restaurant & Wine,Food,7,RRR,R400 – R800,All Year,"['Tourist', 'Social', 'Food']","Tasting R175; Mains R200+; Pairings high. In Somerset West, Idiom Restaurant & Wine offers local wines and seasonal dishes.",4.7,Sun-kissed warmth and easy laughter cradle the evening in soft glow.,Somerset West,ChIJ7938k8u0zR0R-YToBJnuDg0,/images/venues/idiom-restaurant-wine-e1b3.jpg,normal
Stadsaal Caves,Nature,6,R,R50 – R80,All Year,"['Nature', 'Ancient', 'Unique']",CapeNature permit required. West Coast DC's Stadsaal Caves offer ancient limestone chambers.,4.8,"Whispers of stony hush wrap you in a warm, inviting glow.",Langebaan,ChIJrzS9ED2RMhwRGXVgpNY6IIA,/images/venues/stadsaal-caves-fefe.jpg,normal
Helderberg Nature Reserve,Nature,6,R,R30,All Year,"['Nature', 'Hiking', 'Scenic']",Adult entry. +R20 per vehicle. Nature reserve in Somerset West's Helderberg area with hiking trails and viewpoints.,4.8,"Coppery sun and whispering leaves cradle you in a warm, waking hush.",Helderberg Nature Reserve,ChIJE_TzIry1zR0R7Lo42-jO7zo,/images/venues/helderberg-nature-reserve-1240.jpg,normal
Kogel Bay (Koeël Bay),Nature,6,R,R20 – R65,All Year,"['Beach', 'Scenic', 'Peaceful']",Day visitor fee (seasonal). Coastal bay with a beach along False Bay near Sir Lowry's Pass.,4.8,"Sun-warmed hush drapes the air, inviting easy laughter and lingering horizons.",Sir Lowry's Pass,ChIJqR97GdnNzR0RekpZMvZgOUs,/images/venues/kogel-bay-koe-l-bay-ca93.jpg,normal
Silvermine Waterfall,Nature,6,R,Free / R44,All Year,"['Waterfall', 'Nature', 'Famous']","Free via Gate 2; R44 via Gate 1. Waterfall in Silvermine Nature Reserve, Cape Town, offering a short hike to a scenic cascade.",4.8,"Soft, sunlit hush wraps you in a velvet breeze and invites a slow, generous breath.",Cape Town,ChIJwTd_UfNBzB0RQRgEo_2pG_E,/images/venues/silvermine-waterfall-9947.jpg,normal
Old Nectar Gardens,Nature,6,R,R50,All Year,"['Garden', 'Peaceful', 'Scenic']",Private garden entry. Stellenbosch nature garden with plant displays and outdoor walking paths.,4.8,"Velvet warmth, a gentle hush, invites lingering conversations and sun-kissed sighs.",Stellenbosch,ChIJ94dr0UGxzR0RzgpjIsZ7Dtw,/images/venues/old-nectar-gardens-819e.jpg,normal
Jonkershoek Nature Reserve,Nature,9,R,R50,All Year,"['Hiking', 'Nature', 'Scenic']","CapeNature conservation fee. Nature reserve including the Jonkershoek Mountains, with hiking, biking, waterfalls & swimming.",4.7,"Warm, earthy pulse—inviting whispers of sky and quiet, where every breath feels alive.",Stellenbosch,ChIJOX_q6xu6zR0R4W2isx1HZBE,/images/venues/jonkershoek-nature-reserve-51f0.jpg,normal
Dylan Lewis Studio,Nature,7,RR,R260,All Year,"['Artsy', 'Unique', 'Inspiring']",By appointment. Sculpture studio and garden in Stellenbosch showcasing Dylan Lewis' large bronze works amid indigenous landscape.,4.9,"Warm light, intimate hush, and a gentle, generous glow that lingers in the heart.",Stellenbosch,ChIJB_wCK7yzzR0R4PUrqHuLmbk,/images/venues/dylan-lewis-studio-6c7e.jpg,normal
FrameZ,Culture,6,Free,Free,All Year,"['Photo-ready', 'Fun', 'Trendy']",Public Yellow Frames. Custom picture framing studio and art gallery in Somerset West.,4.9,Quiet craftsmanship and visual beauty create a space of thoughtful appreciation.,Somerset West,ChIJnYy6QVm1zR0R37pisROkZSE,/images/venues/framez-2c05.jpg,normal
Rupert Museum,Culture,7,Free,Free,All Year,"['Culture', 'Artsy', 'Peaceful']","Complimentary entry. Riverside facility with paintings, sculptures & tapestries by 20th-century South African artists.",4.8,"Sun-warmed calm wraps you in a hush of colour and quiet, inviting intimate, heartful reflection.",Stellenbosch,ChIJ10LQtvayzR0RvvkndpsP7C0,/images/venues/rupert-museum-9b94.jpg,normal
Motorcycle Museum Helderberg,Culture,6,R,R100,All Year,"['History', 'Unique', 'Culture']",Adult entry. Helderberg Rural motorcycle museum with vintage bikes and motorcycling history exhibits.,4.8,"Warm pulse of memory and glow sweeps you into a slow, inviting reverie.",Helderberg Rural,ChIJ8xjdT5_LzR0REdF7o8v1fQE,/images/venues/motorcycle-museum-helderberg-9a9d.jpg,normal
Franschhoek Motor Museum,Culture,9,R,R90,All Year,"['History', 'Unique', 'Culture']",Adult entry. Automobile museum featuring an extensive collection of antique & vintage cars & motorcycles.,4.7,"Warm amber hush, where time slows and curiosity takes the lead.",Franschhoek,ChIJFaSkKl68zR0Rwe36jOijcmA,/images/venues/franschhoek-motor-museum-22ff.jpg,normal
